9.227044975060537668e-01,9.390470397157061333e-01,9.311619891711940822e-01,9.424079500343708338e-01,9.504592671955434113e-01,9.535629468947389720e-01,9.552502112208091090e-01,9.487062751161472463e-01,9.458094435542957479e-01,9.423677591167076706e-01,9.384778282504586677e-01,9.385678646005640724e-01,9.381029875096748016e-01,9.380130578858814072e-01,9.349193051270826560e-01,9.312796534158699346e-01,9.201477279347310967e-01,9.030208679147458950e-01,8.778211374435866965e-01,8.440745435545082831e-01
8.766449360395075496e-01,8.824129593877092503e-01,8.861601799553299186e-01,8.880005730093210037e-01,8.686227118649300083e-01,8.938240424294555675e-01,9.167064036679926087e-01,9.084160020864930907e-01,9.054821271124902093e-01,9.095978690142392242e-01,9.165966518312699263e-01,9.184622301333645877e-01,9.111534395707746592e-01,8.980122336755469448e-01,8.872609298921676491e-01,8.767647676663036238e-01,8.736362135087337721e-01,8.613452621736304993e-01,8.352369936691973473e-01,8.189494705115493156e-01
8.451866077911504016e-01,8.081867021216391223e-01,7.997620197348943583e-01,8.486976243174152446e-01,8.500731799331826544e-01,8.698383642586605680e-01,8.524830612848616207e-01,8.130171076189149915e-01,7.860504985040545067e-01,7.960575220300857291e-01,8.379776051499087108e-01,8.658067702665340759e-01,8.711157787900910554e-01,8.617268870726287888e-01,8.407256566841242451e-01,8.202427880307614494e-01,7.966092398067652347e-01,7.899285723791871217e-01,7.810707046916225416e-01,7.704871655636891248e-01
7.552598719749872291e-01,7.285622112411013207e-01,7.109155387890879751e-01,7.334698015266011284e-01,7.842471244882232018e-01,8.305482062442295366e-01,8.090195717762127536e-01,7.961952420565665545e-01,7.983271743893360917e-01,7.888259407311178917e-01,7.523909198843964363e-01,7.279253566513337326e-01,7.126848464203729971e-01,6.918567069145052928e-01,6.855244943748657338e-01,6.776888825604032718e-01,6.773741865296999398e-01,6.496939775601910938e-01,6.067319809407205611e-01,5.794413003346781110e-01
5.458186393060312502e-01,5.622120832965631365e-01,5.527405164837947416e-01,6.312356404825053557e-01,6.923169685785727223e-01,7.034170310554340722e-01,7.149946862746953125e-01,6.942207200648631282e-01,7.057913316280405303e-01,7.408549853989205847e-01,7.854803058823200956e-01,8.045797806569890964e-01,7.920058661200161110e-01,7.849415103657821913e-01,7.797690345786599808e-01,7.745401141670418266e-01,7.639281999767340015e-01,7.570720517804021554e-01,7.439675094711651893e-01,7.307513116440025325e-01
6.093177205362653170e-01,6.130881637238925208e-01,5.566619308217083395e-01,5.233876102419267040e-01,6.032892481711483734e-01,6.469939462108733608e-01,7.088180323800821192e-01,7.482237421397903709e-01,7.542215503954750044e-01,7.798286031743149049e-01,8.018793588697810115e-01,7.931600814343131578e-01,7.672986053895827219e-01,7.206066814808077536e-01,6.847630461389851986e-01,6.508200611789447532e-01,6.328154591395365181e-01,6.368013951181601406e-01,6.395786888982921692e-01,6.520530737660633624e-01
5.951181572936617981e-01,6.081065186148237878e-01,5.510265121572328617e-01,5.603929153814786179e-01,5.724525135758604666e-01,6.452026549221988594e-01,6.470750676296718185e-01,6.737923446369776803e-01,7.119293614667525638e-01,7.397342647145368488e-01,7.333753986645545897e-01,7.333655137642267619e-01,7.178175699457969294e-01,6.788251238587486025e-01,6.586648102912915359e-01,6.609215125811949143e-01,6.570946259997217931e-01,6.338024940847036826e-01,5.944717274355925118e-01,5.588687185880470976e-01
4.851069823063298703e-01,5.007888476066895134e-01,5.156291277253415295e-01,5.662011218296106874e-01,5.825550587795097490e-01,5.978063542819991305e-01,6.501266822277783630e-01,6.645978114873221099e-01,7.258084644615859782e-01,7.781524540238672349e-01,7.955168186728924784e-01,7.928870616852616848e-01,7.908735231187141723e-01,7.843434034737926108e-01,7.477958094153803748e-01,7.082285517871206304e-01,6.742930285637104282e-01,6.621054112121977919e-01,6.763001378999818902e-01,6.895128329546508228e-01
4.805833223397426579e-01,5.073480107213690360e-01,5.340019272948783868e-01,5.073734413352312123e-01,4.300784893905521544e-01,5.508671864001284391e-01,6.002122793022152125e-01,6.338155900314591529e-01,6.847003540941253297e-01,7.494332189308735570e-01,7.738866541855314862e-01,7.588226116391023623e-01,7.491383831280775674e-01,7.105496480485040678e-01,6.220740782893716680e-01,6.207127552960250982e-01,6.486948226150462959e-01,5.875377445138308952e-01,4.411189817675459923e-01,3.240263770688415201e-01
5.388564773112299866e-01,6.068350958140142914e-01,6.547179896569867985e-01,6.236678559711159586e-01,5.806436254138168662e-01,6.562267085347015527e-01,6.663046901252370757e-01,6.097975438014018312e-01,6.791131140976351954e-01,7.569905289606758680e-01,7.134800498815649927e-01,6.287582835576587259e-01,5.831501811010607605e-01,5.371975841870422208e-01,3.979903688496079783e-01,3.090271935739002940e-01,2.856817800571982979e-01,2.361385728155820374e-01,1.464704105414267876e-01,1.023342390788197775e-01
5.119294501911616502e-01,5.487767467523954057e-01,5.628050867261099599e-01,5.123211827485354419e-01,5.431329158646880373e-01,5.208192558419005858e-01,4.822579297390555686e-01,5.601250030689961523e-01,6.138179353161772323e-01,5.941899150471056101e-01,5.493775158879016240e-01,4.984670924485660182e-01,5.092901870945248932e-01,5.497038715193590663e-01,5.537095249416267295e-01,5.364254838512635404e-01,5.181555824117074494e-01,4.856680364279760687e-01,4.656355986041391115e-01,4.187823178560725612e-01
5.275535709343163182e-01,5.791868087185800817e-01,6.008261759978583694e-01,5.699864390158442262e-01,5.513957741189278172e-01,5.132336439270527295e-01,5.295718780921490065e-01,6.006853858728844475e-01,6.623314759750442704e-01,6.722433912461804884e-01,5.990706933107355914e-01,5.527816993975871451e-01,5.900455458646434170e-01,5.830727993144801946e-01,5.247836756723777141e-01,4.495648691062744673e-01,4.093071887341944715e-01,3.536096000474708845e-01,3.002510380608487406e-01,3.023720677762435360e-01
