1.024891244624404063e+00,1.074614835925123080e+00,1.034864396363243788e+00,7.413622761034778241e-01,7.246395325868209003e-01,7.307452682690824819e-01,6.634332851368520689e-01,5.122515691812444816e-01,3.780161248428611231e-01,3.274333097713151841e-01,2.826497396792298500e-01,2.421112032227160926e-01,2.382798236859526853e-01,3.388591773086129799e-01,4.692018651370864490e-01,6.188319009269159787e-01,7.994463562264467749e-01,9.134674227201299290e-01,9.800493776615935015e-01,1.008300788459341790e+00
9.225401788226909039e-01,8.995390711495108160e-01,9.256174280135468502e-01,7.177967891597537564e-01,6.617190778428009290e-01,6.465956697030027511e-01,5.962898692248688182e-01,5.650756367026266158e-01,5.334484062834554674e-01,4.364346849542351525e-01,3.450201443310617067e-01,2.994816321794611103e-01,3.241721302848149522e-01,4.524760122962939168e-01,5.851403554625882464e-01,7.165475468616266941e-01,8.512996786363603574e-01,9.434372673709346957e-01,1.065044082721309682e+00,1.174009715674763310e+00
7.725488020386800381e-01,6.984485426733934021e-01,6.996306490431470904e-01,5.886984307818863282e-01,4.403554436223278690e-01,4.511482146051531417e-01,5.368814385835468661e-01,6.081082097047183499e-01,7.120897143773203819e-01,6.840411301315199033e-01,6.435083999634303442e-01,5.821258392777378665e-01,6.220200530009306616e-01,7.888876362722989644e-01,9.327856664176343848e-01,1.058417075058333046e+00,1.157701911553050467e+00,1.249457337123868639e+00,1.409931679736109666e+00,1.575009358964016393e+00
9.988247306557287430e-01,9.852539423673657426e-01,9.579150908644687989e-01,6.926400708807730622e-01,5.356762247287716328e-01,5.967827095526041514e-01,6.102321382605069289e-01,6.699724003170201003e-01,7.008792190604491434e-01,6.399818284223186549e-01,6.582511012353411406e-01,6.875345797067627940e-01,7.770913173716160749e-01,9.339893838405295412e-01,1.170587602253234438e+00,1.416450086016414200e+00,1.599677105230282281e+00,1.781869686577150835e+00,2.064236267087888876e+00,2.396635749625793732e+00
1.041778580696586909e+00,1.059734945863316069e+00,1.067023911359217925e+00,7.897140793040801077e-01,7.503865106378257988e-01,7.528979871134734436e-01,6.924788477223119409e-01,7.236031669057706450e-01,7.310564834054422700e-01,7.460928194394074175e-01,8.522130826641640677e-01,1.019841318932008578e+00,1.188807906474764753e+00,1.325198076669314551e+00,1.448540116888364260e+00,1.599325402663892337e+00,1.816567668681460690e+00,2.037086377817794336e+00,2.289115297771712410e+00,2.570054130926302971e+00
1.161901797965335437e+00,1.224929020222866871e+00,1.252914402059079446e+00,1.062713164646777120e+00,1.055079551696726625e+00,1.016436816375387853e+00,9.654414821446481998e-01,1.020359507378603370e+00,1.096259213029116442e+00,1.301309365241253735e+00,1.524582363897530435e+00,1.788132410365213421e+00,2.066167865554137340e+00,2.247906258966462456e+00,2.253235421564235619e+00,2.250244680283758569e+00,2.540810210482780995e+00,2.851464786744037472e+00,3.208698799757895959e+00,3.536861341984775642e+00
1.301454302042956535e+00,1.279274036877588117e+00,1.337931566690228946e+00,1.128673771514090873e+00,1.211999089528310813e+00,1.136673931892809630e+00,1.050595755498934691e+00,1.113840417601196231e+00,1.201043215430579902e+00,1.495072164933662684e+00,1.730906130812993826e+00,1.981372541037837776e+00,2.124703385154735891e+00,2.237211614185562247e+00,2.344839178034844984e+00,2.501212644345192970e+00,2.836516172820438886e+00,3.147926685779944389e+00,3.470244490502130574e+00,3.617284294431242220e+00
1.615416128721874012e+00,1.372769234271868699e+00,1.395753529487202549e+00,1.349400859513156359e+00,1.419551532167451002e+00,1.362888856354374401e+00,1.435939291200451828e+00,1.384238591580244648e+00,1.450524259525433735e+00,1.869793147346022311e+00,2.257274431676075555e+00,2.544603710945641417e+00,2.745275565022142761e+00,2.851837642253953309e+00,2.915468063384413888e+00,3.056754953005201170e+00,3.281114878865868612e+00,3.486561008336408474e+00,3.693339450091871257e+00,3.803750246466719886e+00
2.015549172798722921e+00,1.816886648674303606e+00,1.746810854174218663e+00,1.498303348791485634e+00,1.523806273738229855e+00,1.560926737316143509e+00,1.736431352190230371e+00,1.566084822385428899e+00,1.449407730228622126e+00,1.665620070812850351e+00,1.929007957185746580e+00,2.204288725086150702e+00,2.425442180850489127e+00,2.564757189142009342e+00,2.671700177372570373e+00,2.830309011698233235e+00,2.893393799230296271e+00,3.125638227860870533e+00,3.390859699709849018e+00,3.578511724106000269e+00
1.968093660721941252e+00,1.956513458990600363e+00,1.670366929727520766e+00,1.449319678084789897e+00,1.437206900378792840e+00,1.424727717399719484e+00,1.652086238346715641e+00,1.564583751379266863e+00,1.467506745800750245e+00,1.698504128940302227e+00,2.062871187241443582e+00,2.372243267084813034e+00,2.644949017363467103e+00,2.962401749627326275e+00,3.105759682968455948e+00,3.191371633994088963e+00,3.145469464559635053e+00,3.329232806036709125e+00,3.574227975653647693e+00,3.752374324347650170e+00
2.040207135401955973e+00,2.435682135871387821e+00,2.073798309500557657e+00,1.645953183328596081e+00,1.485658793695425528e+00,1.477508399249151116e+00,1.713544525269543373e+00,1.819916703264845559e+00,1.825624130240971033e+00,2.029493829087709145e+00,2.206069147958988896e+00,2.381718977928367398e+00,2.546124110787056694e+00,2.800830561991827672e+00,2.952683004093746622e+00,3.270874880204394319e+00,3.381966230418169239e+00,3.561840922167350154e+00,3.950841657863436218e+00,4.315677777861489872e+00
1.921863218101588444e+00,2.429114313904686906e+00,2.352484739790150048e+00,2.057711640037779510e+00,2.032627082234894633e+00,2.030874120889618162e+00,2.153154342104040442e+00,2.169043855620100825e+00,2.337373779943797469e+00,2.633803570501806579e+00,2.784838185041719871e+00,2.945965209666328910e+00,3.096728687245892342e+00,3.396908473885624336e+00,3.532554320786654767e+00,3.795355390891499425e+00,3.943717512024017768e+00,4.219546109349582963e+00,4.690060349799009209e+00,4.934369905727990613e+00
